Epoch	Averagefailure_rate	Stdfailure_rate	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	EpLen	TestEpLen	EpGoals	TestEpGoals	CumulativeCost	CostRate	TotalEnvInteracts	AverageQR1Vals	StdQR1Vals	MaxQR1Vals	MinQR1Vals	AverageQR2Vals	StdQR2Vals	MaxQR2Vals	MinQR2Vals	AverageQCVals	StdQCVals	MaxQCVals	MinQCVals	AverageQCVar	StdQCVar	MaxQCVar	MinQCVar	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQR1	LossQR2	LossQC	LossQCVar	LossAlpha	LogAlpha	Alpha	LossBeta	LogBeta	Beta	PiEntropy	TestTime	EpochTime	TotalTime
11	0.2	0.0	0.9759008	2.4907262	4.8350563	-5.620699	0.578771	1.5698631	4.29706	-2.5030758	28.44	54.82487	258.0	0.0	20.1	49.24926	250.0	0.0	1000.0	1000.0	0.72	0.46666667	11297.0	0.037656666666666665	275001.0	-1.27991	0.58304465	2.0318673	-7.8768444	-1.27991	0.5830702	1.6892153	-8.405627	1.2516153	3.5460222	58.110584	-46.509644	1.719633	4.676723	136.34305	1e-08	1.9394639	5.104581	109.585526	-12.411512	2.2115293	0.00074008753	0.00072697527	0.09734555	0.3517653	0.00013786295	-6.225897	0.0020874944	8.052837e-12	-18.05231	1.4453762e-08	-1.9394631	35.463757	397.58542	4388.40185046196
12	0.33333334	0.0	-0.56214803	2.1717849	3.6364474	-6.9753356	0.5851656	1.5343862	4.1091046	-2.8829997	34.88	124.99194	639.0	0.0	47.166668	139.93953	770.0	0.0	1000.0	1000.0	0.28	0.4	12169.0	0.037443076923076926	300001.0	-1.3093476	0.59198844	1.963276	-8.338792	-1.3093427	0.59201264	1.9388206	-8.523254	1.3092061	3.4005668	66.52403	-40.19133	1.7326053	4.8759117	179.78964	1e-08	1.9765606	5.1079464	106.14789	-13.301908	2.2922251	0.0009397765	0.0009235947	0.10445739	0.3567707	3.9492952e-05	-6.3976636	0.0017651366	-4.6523924e-11	-18.05231	1.4453762e-08	-1.976561	34.166954	393.59146	4782.133755207062
13	0.26666668	0.0	0.31375465	2.4318058	8.176701	-3.432085	0.5821409	1.7203331	5.314058	-2.5741017	26.76	47.266293	215.0	0.0	42.966667	119.195755	599.0	0.0	1000.0	1000.0	0.52	0.33333334	12838.0	0.03668	325001.0	-1.4099417	0.62956005	5.124704	-10.897863	-1.4099385	0.62957555	5.0689363	-10.892359	1.2766446	3.6140034	67.73872	-64.856926	1.8144714	5.0921144	189.50493	1e-08	1.9050174	5.346618	96.40302	-16.795324	2.2930171	0.0010078315	0.0009989077	0.10529463	0.37974793	0.000148699	-6.5123405	0.0016407833	7.8712e-11	-18.05231	1.4453762e-08	-1.9050156	35.280254	397.58923	5179.783221960068
14	0.23333333	0.0	1.3559542	2.6653562	8.435059	-3.584731	1.8758717	2.1891558	6.0960865	-4.0511227	30.28	53.52197	175.0	0.0	21.3	40.383293	147.0	0.0	1000.0	1000.0	0.88	1.0666667	13595.0	0.03625333333333333	350001.0	-1.4426514	0.634501	3.6694746	-5.713897	-1.4426461	0.6345159	3.7652469	-5.6600165	1.3554056	3.0530548	64.334724	-48.722126	1.588675	4.5408983	200.47627	1e-08	1.9119356	5.0447564	96.98878	-15.752796	2.1340723	0.0008929433	0.0008814216	0.08035898	0.29551333	0.00013580978	-6.4998317	0.0016872432	5.6037532e-11	-18.05231	1.4453762e-08	-1.9119344	33.21301	398.9673	5578.614358663559
15	0.033333335	0.0	1.8793918	2.726875	8.939458	-4.688654	-0.15398516	2.2766345	5.2412887	-7.6405787	55.64	101.73844	383.0	0.0	1.2333333	6.6417036	37.0	0.0	1000.0	1000.0	1.28	0.26666668	14986.0	0.037465	375001.0	-1.2506843	0.5272896	1.8274925	-7.424201	-1.2506899	0.52730525	1.9362683	-7.29422	1.4008522	2.9915168	61.86527	-27.660294	1.5305141	4.726814	183.1242	1e-08	1.9201564	4.9402304	87.38397	-14.386908	1.9723675	0.0007026564	0.00069966825	0.07760727	0.28617123	0.00012457407	-6.7962656	0.0013191148	1.7497849e-11	-18.05231	1.4453762e-08	-1.9201553	35.429016	400.13757	5978.880652189255
16	0.1	0.0	-0.07820188	2.5429015	5.6071634	-5.4547668	0.8282364	1.8920335	7.4878774	-2.2263248	4.8	23.515102	120.0	0.0	29.233334	144.69891	807.0	0.0	1000.0	1000.0	0.64	0.7	15106.0	0.0355435294117647	400001.0	-1.2134286	0.5266252	2.398747	-8.083688	-1.2134268	0.5266384	2.3798614	-8.312707	1.3458138	3.290404	102.32741	-22.32212	1.7265891	6.021733	249.65273	1e-08	1.9619166	4.816532	98.274055	-12.607293	2.324058	0.00080858986	0.00080315705	0.08883495	0.3147048	4.1230076e-05	-6.945649	0.0011103324	-1.5012114e-10	-18.05231	1.4453762e-08	-1.9619164	32.22955	394.54825	6373.569637775421
17	0.033333335	0.0	0.62525415	2.4769776	5.9994354	-3.3043618	-0.26889035	1.0863457	2.2029505	-2.7400963	14.56	37.831287	185.0	0.0	2.5	8.127115	42.0	0.0	1000.0	1000.0	0.84	0.06666667	15470.0	0.03437777777777778	425001.0	-1.2684606	0.5403062	2.0294156	-5.4787874	-1.2684512	0.5403154	2.4255269	-5.461628	1.2357241	3.243133	83.187294	-33.440228	1.8876197	6.337438	274.53284	1e-08	1.9327465	4.6367965	111.7213	-14.594959	2.3227422	0.0008591868	0.0008509523	0.09449791	0.31113797	0.0001016148	-6.5939727	0.0014921987	-1.1842718e-10	-18.05231	1.4453762e-08	-1.9327456	34.577095	398.45682	6771.846117734909
18	0.16666667	0.0	-0.30676144	1.5293905	3.0499518	-4.5508633	0.09552973	1.7958431	4.9544654	-4.1781297	13.6	28.001429	121.0	0.0	41.4	151.77277	829.0	0.0	1000.0	1000.0	0.44	0.43333334	15810.0	0.03328421052631579	450001.0	-1.3123311	0.55075234	1.3012911	-5.2412195	-1.3123314	0.550767	1.4322773	-5.257744	1.0582781	3.164053	79.014114	-75.68526	2.1930373	6.563732	264.60904	1e-08	1.9101194	4.755909	89.40745	-11.438969	2.3297722	0.0008314243	0.0008262735	0.09947473	0.30496457	0.000117477095	-6.7661157	0.0012520119	-1.1446424e-10	-18.05231	1.4453762e-08	-1.9101197	33.149242	397.2356	7170.610893011093
19	0.0	0.0	0.5761428	2.0970237	4.9801574	-2.865477	-0.7388031	1.7160808	2.4111733	-6.3844967	8.2	20.507563	73.0	0.0	0.4	2.1540663	12.0	0.0	1000.0	1000.0	0.72	0.26666668	16015.0	0.03203	475001.0	-1.2867767	0.5603735	1.1821668	-6.978098	-1.2867733	0.560361	1.2529988	-7.221342	1.1988068	3.1771717	75.57167	-67.5406	1.9781811	6.5182114	210.90309	1e-08	1.9456906	4.763362	103.81685	-13.391117	2.3000166	0.0008880778	0.0008973991	0.1009723	0.31623918	4.9566137e-05	-6.81637	0.0012420303	-9.642571e-11	-18.05231	1.4453762e-08	-1.9456908	36.03534	398.30463	7567.43034529686
20	0.1	0.0	0.4061615	1.764158	4.0385466	-2.37426	0.0014004109	1.8810602	3.411297	-6.359404	15.64	41.752487	200.0	0.0	12.8	49.024757	270.0	0.0	1000.0	1000.0	0.44	0.36666667	16406.0	0.03124952380952381	500001.0	-1.3217199	0.60543513	1.4852703	-9.940146	-1.3217181	0.605446	1.3084103	-10.991416	1.1566899	3.2706592	75.21488	-58.148914	2.1276257	7.4433084	385.7313	1e-08	1.9764208	5.2615757	111.44401	-13.093871	2.2572336	0.00096193765	0.0009556474	0.10325428	0.32003078	3.585352e-05	-6.7719593	0.0012907751	-3.23315e-11	-18.05231	1.4453762e-08	-1.9764206	32.99912	396.3413	7964.379951953888
21	0.1	0.0	-0.15047485	2.6939905	5.2407937	-5.119803	-0.23918904	1.5841343	2.8864083	-3.3726327	25.28	42.92833	167.0	0.0	5.1	14.367439	56.0	0.0	1000.0	1000.0	0.52	0.23333333	17038.0	0.030978181818181818	525001.0	-1.4282433	0.6637548	1.5293305	-10.170847	-1.4282486	0.66377914	0.9995241	-10.350511	1.0736917	3.2690787	76.59265	-41.727432	2.2686973	8.483245	451.368	1e-08	1.9161197	5.352999	106.29501	-11.50454	2.315281	0.0010947781	0.0010826403	0.104591876	0.32000196	8.731805e-05	-6.8612967	0.001204684	1.5015803e-11	-18.05231	1.4453762e-08	-1.9161217	35.82372	399.2725	8363.0619058609
22	0.06666667	0.0	-0.31175727	1.9322469	4.2355156	-2.932243	-0.6617458	1.4490511	1.9672408	-3.4177897	3.24	9.52588	39.0	0.0	3.5333333	9.294203	35.0	0.0	1000.0	1000.0	0.56	0.26666668	17119.0	0.029772173913043477	550001.0	-1.5067955	0.67422575	0.9516747	-11.582209	-1.5067958	0.6742283	0.87914085	-11.802197	1.0439744	3.2874475	79.55205	-73.956955	2.3524475	8.540778	275.07065	1e-08	1.9556769	5.9466767	100.69924	-12.681914	2.4134183	0.0011172486	0.0011169985	0.10726076	0.32957518	2.4031882e-05	-6.775721	0.0013433438	3.5894926e-11	-18.05231	1.4453762e-08	-1.9556766	34.556034	396.11362	8759.499996900558
23	0.1	0.0	0.4108857	1.3035665	2.6933863	-3.0859077	-0.5337513	2.0557523	4.4405456	-4.489684	16.52	40.048088	181.0	0.0	11.233334	31.626656	128.0	0.0	1000.0	1000.0	0.56	0.6	17532.0	0.02922	575001.0	-1.6459955	0.79391927	1.4559462	-16.850994	-1.6460012	0.7939344	0.8154962	-17.077503	0.98993194	3.3446429	74.21471	-47.543068	2.5931127	10.178432	388.7263	1e-08	1.8515637	5.8913083	101.17082	-12.336276	2.5170772	0.0016935385	0.0016896045	0.11557293	0.34330386	0.0002536255	-6.6550083	0.0014732983	8.7371194e-11	-18.05231	1.4453762e-08	-1.8515639	36.25471	400.6765	9159.975293159485
24	0.06666667	0.0	-0.57573223	1.7342309	3.2713146	-3.6536953	-0.57165915	1.499547	4.3889933	-3.2011724	12.24	30.542143	124.0	0.0	3.8	10.590562	44.0	0.0	1000.0	1000.0	0.32	0.36666667	17838.0	0.0285408	600001.0	-1.608058	0.69597346	2.4883444	-16.31161	-1.6080551	0.695979	1.8058052	-16.946203	1.0749468	3.3929837	80.689156	-22.383211	2.2515426	9.260189	435.92245	1e-08	1.9001185	5.649864	104.95515	-15.200742	2.5223036	0.001030402	0.0010316052	0.11034494	0.34068024	0.00013348178	-6.6437373	0.0015617345	4.8021215e-11	-18.05231	1.4453762e-08	-1.900117	37.73747	400.9044	9560.859830141068
25	0.033333335	0.0	-1.0774925	2.1497424	4.6040998	-4.1835356	-0.8283082	1.5410321	2.5965436	-4.747218	4.68	11.055207	37.0	0.0	1.7666667	6.671748	30.0	0.0	1000.0	1000.0	0.2	0.13333334	17955.0	0.027623076923076924	625001.0	-1.4775425	0.64483815	1.3024065	-11.868208	-1.4775394	0.6448554	1.8201847	-12.047738	1.0976013	3.3127701	91.031586	-59.49591	2.1086683	8.336413	427.4726	1e-08	1.9451014	5.7018642	116.84859	-12.272588	2.4722164	0.00096184114	0.00094993773	0.112824105	0.33859077	6.9573565e-05	-6.6776333	0.001439843	-3.556107e-11	-18.05231	1.4453762e-08	-1.9451016	35.261375	397.62106	9958.356949090958
26	0.033333335	0.0	-0.19666775	1.7549765	4.3121095	-2.83366	0.28963363	1.5264703	3.3443367	-2.6042628	4.28	12.494863	54.0	0.0	2.6	14.001427	78.0	0.0	1000.0	1000.0	0.4	0.36666667	18062.0	0.02675851851851852	650001.0	-1.6070911	0.791416	0.96891546	-18.491863	-1.6070906	0.7914361	0.41217923	-17.906622	1.0985955	3.164484	84.10816	-67.443756	2.162194	9.38121	422.36276	1e-08	1.8775305	5.5066895	114.81512	-13.597095	2.4861815	0.0016018668	0.0015863803	0.103457235	0.30060786	0.00021873399	-6.716823	0.0014673137	-1.2871055e-11	-18.05231	1.4453762e-08	-1.8775303	38.3046	406.6864	10365.068239927292
