Epoch	Averagefailure_rate	Stdfailure_rate	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	EpLen	TestEpLen	EpGoals	TestEpGoals	CumulativeCost	CostRate	TotalEnvInteracts	AverageQR1Vals	StdQR1Vals	MaxQR1Vals	MinQR1Vals	AverageQR2Vals	StdQR2Vals	MaxQR2Vals	MinQR2Vals	AverageQCVals	StdQCVals	MaxQCVals	MinQCVals	AverageQCVar	StdQCVar	MaxQCVar	MinQCVar	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQR1	LossQR2	LossQC	LossQCVar	LossAlpha	LogAlpha	Alpha	LossBeta	LogBeta	Beta	PiEntropy	TestTime	EpochTime	TotalTime
103	0.058333337	0.03632416	0.009265755	1.020439	2.2347054	-2.0573752	-0.11597193	0.8201473	2.540787	-1.738259	24.666666	60.56241	264.0	0.0	23.325	110.95789	796.0	0.0	1000.0	1000.0	0.16666667	0.09166667	55760.0	0.021446153846153847	2575004.0	-1.4317039	0.9183945	3.9516008	-28.216263	-1.4317069	0.9185001	3.664645	-30.111423	1.4298357	1.8222119	40.538975	-17.456856	0.9401112	5.2208047	282.3742	1e-08	2.041403	4.06497	71.46499	-11.175285	2.1146977	0.0029767535	0.002873862	0.052245405	0.16048473	-7.2308445e-05	-5.9892893	0.002555337	2.933605e-10	-18.0168	1.4976226e-08	-2.041403	23.553774	129.31755	13447.067363262177
104	0.025000002	0.014433757	-0.016458662	1.1634374	3.0298438	-1.5674067	-0.2645216	0.89201206	3.019141	-2.4993548	28.678572	67.77908	307.0	0.0	10.416667	74.4459	723.0	0.0	1000.0	1000.0	0.17857143	0.09166667	56563.0	0.021547809523809525	2600004.0	-1.4032608	0.8783565	4.7998986	-39.510185	-1.4032779	0.878593	4.6606846	-39.308144	1.4249222	1.8154682	41.34331	-21.290005	0.948139	5.3757133	269.69858	1e-08	1.9781435	3.981979	72.403824	-12.104495	2.0633383	0.0030530167	0.0029572835	0.052135423	0.15795717	5.430084e-05	-6.0010357	0.0025070785	3.1279182e-10	-18.0168	1.4976223e-08	-1.9781435	23.821033	131.75996	13578.7061419487
105	0.08333334	0.05	0.21794231	1.0446625	2.8417115	-1.1398776	0.11679921	0.86284876	2.8852458	-1.9514962	45.416668	122.07338	481.0	0.0	18.766666	73.802635	534.0	0.0	1000.0	1000.0	0.25	0.16666667	57669.0	0.02176188679245283	2625004.0	-1.3820206	0.87296915	3.9889913	-42.26715	-1.3820153	0.87298065	3.9374208	-40.253826	1.4056621	1.8059219	41.026215	-25.096817	0.98934066	5.6419644	315.8365	1e-08	2.0092883	4.045636	76.7535	-10.873959	1.9299585	0.0030045153	0.0029906372	0.05290522	0.15937094	-3.2666903e-06	-5.8539643	0.0029462937	3.872242e-10	-18.0168	1.4976226e-08	-2.0092883	23.795109	129.68094	13708.404320955276
106	0.016666668	0.028867517	-0.14202255	1.1327504	3.4188793	-1.3473614	-0.2922785	0.8898248	3.9857213	-2.5030475	17.208334	51.68331	210.0	0.0	7.0	68.965454	758.0	0.0	1000.0	1000.0	0.125	0.09166667	58066.0	0.021706915887850467	2650004.0	-1.3510206	0.8651538	0.57918763	-50.361244	-1.3509954	0.86515164	0.75542474	-50.989536	1.4148115	1.7925563	40.09954	-19.01876	0.9917479	5.562444	320.82538	1e-08	1.954964	3.8847237	67.36376	-10.871735	2.0728776	0.003065337	0.0031002094	0.051648878	0.15830898	0.000103295184	-6.014622	0.0025029276	2.8724284e-10	-18.0168	1.4976223e-08	-1.9549642	23.498352	131.13055	13839.685642957687
107	0.008333334	0.014433758	-0.23288663	0.86231405	1.7823474	-1.6211989	-0.242915	1.0445751	3.6627755	-2.2670395	8.208333	29.399517	142.0	0.0	2.7416666	27.120562	298.0	0.0	1000.0	1000.0	0.083333336	0.15	58263.0	0.02157888888888889	2675004.0	-1.2847273	0.8322597	0.40757895	-44.158337	-1.2847261	0.83209467	1.2013564	-41.690235	1.4125344	1.7855358	41.28516	-29.139545	1.0111125	5.660289	306.16412	1e-08	2.010652	3.8655298	77.94825	-12.184629	2.0996346	0.0025728748	0.0025775626	0.05180213	0.15736817	-9.489915e-06	-6.1279397	0.0022572838	2.3301439e-10	-18.0168	1.4976226e-08	-2.010652	23.514057	129.93083	13969.649681091309
108	0.008333334	0.014433758	-0.43786147	0.7453399	2.1016238	-1.3730463	-0.18013464	0.81469625	3.594666	-1.4300185	4.107143	18.764212	101.0	0.0	3.225	33.819244	372.0	0.0	1000.0	1000.0	0.071428575	0.1	58378.0	0.021423119266055047	2700004.0	-1.2351321	0.8319095	0.11673546	-62.225666	-1.2351352	0.83213806	0.16940665	-62.70688	1.4031715	1.7939059	33.298256	-36.6086	1.0042207	5.750908	333.65457	1e-08	2.0026057	3.9716196	81.21848	-12.111584	2.121498	0.0029743165	0.002890998	0.052499432	0.1581297	8.1437165e-06	-5.998192	0.0025420857	1.8022192e-10	-18.0168	1.4976223e-08	-2.0026057	23.675884	132.11685	14101.58804512024
109	0.075	0.02763854	0.012975912	1.2121507	3.5583053	-1.8144853	0.027265787	0.95331144	3.5906916	-1.4788815	10.541667	41.230022	205.0	0.0	22.941668	101.078125	695.0	0.0	1000.0	1000.0	0.25	0.2	58631.0	0.021320363636363637	2725004.0	-1.2450482	0.8797668	0.38844037	-61.282616	-1.2450395	0.879565	0.15272164	-63.71334	1.4025377	1.8178886	58.674953	-32.394363	1.0003422	5.745513	321.7924	1e-08	2.028642	4.050633	106.14351	-12.411499	1.7668382	0.0034465634	0.0034568731	0.05258597	0.1611918	-8.568634e-05	-5.983426	0.0026094997	4.11839e-10	-18.0168	1.4976226e-08	-2.028642	23.655258	129.56503	14231.26336479187
110	0.058333337	0.049300667	0.3280137	1.4739035	5.0303006	-1.2184082	-0.1501312	0.76543427	2.574025	-1.7053671	14.0	67.14164	336.0	0.0	14.141666	71.70093	648.0	0.0	1000.0	1000.0	0.29166666	0.1	58967.0	0.02124936936936937	2750004.0	-1.3067733	0.9397783	1.1316454	-72.71938	-1.306765	0.93961245	0.5042019	-67.53925	1.3977424	1.8121173	60.862392	-18.240906	1.0064477	5.663814	348.3233	1e-08	1.9520359	4.3103113	87.40707	-11.19386	1.9356873	0.0037836027	0.0037321805	0.052563176	0.15914221	0.00014994192	-6.0410194	0.002485136	3.5234785e-10	-18.0168	1.4976223e-08	-1.9520359	23.780869	131.60727	14362.765622854233
111	0.058333337	0.049300667	0.41075912	1.0198771	2.7211132	-1.2984475	-0.13900656	0.9704964	3.8805528	-1.8460625	3.375	13.397178	66.0	0.0	16.233334	86.18389	632.0	0.0	1000.0	1000.0	0.33333334	0.13333334	59225.0	0.021151785714285713	2775004.0	-1.3423834	0.94760543	-0.016032934	-63.453022	-1.3423765	0.94734544	0.09443331	-61.67464	1.3952621	1.8186009	47.9638	-18.58395	1.0059237	5.4863677	301.4153	1e-08	2.0040507	4.1932597	74.4572	-16.401306	2.0412767	0.0042873253	0.004273175	0.05362276	0.15941702	-1.9918575e-06	-6.0093307	0.002509543	3.1929756e-10	-18.0168	1.4976226e-08	-2.0040507	23.641716	130.11053	14492.989981651306
112	0.008333334	0.014433758	0.022973316	0.87252194	2.0236146	-1.3568159	-0.29496711	0.93678397	3.4702473	-2.3722436	7.428571	32.876858	177.0	0.0	0.775	3.744913	31.0	0.0	1000.0	1000.0	0.14285715	0.13333334	59256.0	0.020975575221238937	2800004.0	-1.4185702	1.0645328	-0.097839355	-118.710365	-1.4185417	1.0632384	0.0011510849	-113.64583	1.3823837	1.8073992	37.662457	-22.978973	1.0095978	5.6588306	336.82913	1e-08	2.0128798	4.1462684	85.70453	-10.7874975	1.8709136	0.0059271487	0.0060889325	0.052722923	0.15726262	-2.9613811e-05	-5.9360213	0.002683412	4.5379187e-10	-18.0168	1.4976223e-08	-2.0128796	23.641815	131.43454	14624.379546165466
113	0.04166667	0.027638542	-0.033359975	0.7881535	1.8375154	-1.098416	-0.053541493	0.75425184	3.3112931	-1.2489958	2.5833333	7.6262517	34.0	0.0	10.25	53.94832	421.0	0.0	1000.0	1000.0	0.125	0.108333334	59318.0	0.020813333333333333	2825004.0	-1.5228893	1.0639608	-0.06524515	-53.13066	-1.5228791	1.0641787	-0.022263765	-63.20305	1.407248	1.8073528	36.428684	-14.382887	0.9738198	5.3380065	283.1873	1e-08	1.9848764	3.9129114	71.07123	-11.652854	2.131872	0.004116711	0.0044561145	0.053789787	0.16089806	5.146767e-05	-5.955271	0.0026363782	3.5018619e-10	-18.0168	1.4976226e-08	-1.9848762	23.955019	129.5201	14753.831051111221
114	0.025000002	0.027638542	-0.03612919	0.879191	2.2418385	-1.1557993	-0.110731654	0.9188543	2.606424	-2.0113058	3.25	15.5864525	78.0	0.0	7.825	50.923412	421.0	0.0	1000.0	1000.0	0.16666667	0.15	59396.0	0.020659478260869564	2850004.0	-1.5182555	1.029062	-0.1631937	-46.468395	-1.5182599	1.0293012	-0.18124413	-48.796856	1.4006989	1.7640812	36.13992	-12.311567	0.97337806	5.3128123	285.72598	1e-08	1.9823166	3.9036992	83.94458	-13.524535	1.919602	0.0036242357	0.0036670873	0.05219278	0.15790163	4.65881e-05	-6.0516133	0.002422657	4.57055e-10	-18.0168	1.4976223e-08	-1.9823165	23.934994	131.30508	14885.122872829437
115	0.0	0.0	-0.0897663	1.1238972	4.819268	-1.47732	-0.3137474	0.8936861	2.76147	-3.005388	7.875	32.075836	159.0	0.0	0.125	1.363589	15.0	0.0	1000.0	1000.0	0.20833333	0.09166667	59585.0	0.02054655172413793	2875004.0	-1.4836842	1.0670965	0.5208304	-108.01232	-1.4836769	1.0670128	0.78797174	-106.58393	1.4245707	1.7564561	41.938427	-9.5620575	0.960144	5.2100334	320.5588	1e-08	2.0054133	4.0774765	98.71948	-10.808415	2.2108657	0.0055242674	0.00546217	0.052691482	0.15811478	-1.1430633e-06	-5.962804	0.002621218	2.5535624e-10	-18.0168	1.4976226e-08	-2.0054133	23.583654	129.246	15014.439819097519
116	0.033333335	0.040824827	0.24149299	1.4100163	4.9118137	-1.5340228	0.056153085	1.0440515	4.896817	-1.9296983	0.9285714	4.8249984	26.0	0.0	7.125	63.051373	690.0	0.0	1000.0	1000.0	0.32142857	0.18333334	59611.0	0.02037982905982906	2900004.0	-1.4890301	1.0940808	2.4736388	-115.38993	-1.4890318	1.0945868	2.5584776	-114.81867	1.4224195	1.756852	36.042007	-11.608507	0.95704705	5.380827	333.1039	1e-08	1.9840213	4.0877976	89.63645	-11.14735	1.9714035	0.0064314464	0.005944205	0.052608915	0.15783311	4.5482393e-05	-5.9561534	0.002615633	4.032364e-10	-18.0168	1.4976223e-08	-1.9840213	23.906328	131.66559	15146.032991170883
117	0.05	0.0372678	-0.13639921	1.0922214	2.5274444	-1.7868483	0.10123541	1.0266693	3.511726	-1.9532024	25.5	95.546234	460.0	0.0	22.091667	122.75444	902.0	0.0	1000.0	1000.0	0.083333336	0.15833333	60225.0	0.020415254237288134	2925004.0	-1.5345021	1.0913683	2.5158985	-87.458595	-1.5345604	1.0919756	0.8110013	-83.59559	1.4156426	1.7707186	40.95999	-14.087579	0.96271986	5.379176	314.55524	1e-08	2.0069673	4.019382	97.16194	-12.465429	2.0659673	0.0068591586	0.006534169	0.05344873	0.15968077	-1.1716764e-05	-5.9135857	0.002763434	3.888571e-10	-18.0168	1.4976226e-08	-2.0069673	23.645615	129.55151	15275.655272006989
118	0.058333337	0.027638538	0.07027009	0.9588141	2.3261826	-1.1565759	0.2562615	0.92549795	3.8255682	-1.0904335	17.583334	72.292755	359.0	0.0	20.658333	113.83925	872.0	0.0	1000.0	1000.0	0.125	0.15	60645.0	0.020384873949579833	2950004.0	-1.5567303	1.0843259	0.21057391	-51.788486	-1.5567386	1.0843433	0.40133047	-46.02786	1.4090539	1.8175901	40.992546	-13.363499	0.9844826	5.293985	303.2768	1e-08	1.9750944	4.036071	87.71567	-10.965505	2.1495996	0.005540728	0.0054702996	0.053420458	0.1614093	6.3416956e-05	-6.0784144	0.0023316073	3.6833026e-10	-18.0168	1.4976223e-08	-1.9750942	23.538378	131.15506	15406.856086969376
119	0.058333337	0.014433757	0.2467386	1.0908992	2.849584	-1.2838835	0.011599441	0.9223237	4.6467066	-1.6165835	5.2916665	22.631983	113.0	0.0	24.0	111.48647	860.0	0.0	1000.0	1000.0	0.33333334	0.15	60772.0	0.020257333333333332	2975004.0	-1.5435737	1.0635386	0.8796849	-47.145973	-1.5435729	1.0635402	1.2710044	-39.9773	1.4033351	1.8482375	45.589172	-19.748775	1.0223191	5.738269	354.426	1e-08	2.016676	4.2100224	101.063324	-13.056405	2.1582294	0.005212887	0.005226972	0.05547592	0.16638164	-3.804144e-05	-5.919526	0.0027556254	3.713594e-10	-18.0168	1.4976226e-08	-2.016676	23.746716	129.68243	15536.422334432602
120	0.033333335	0.040824827	0.054038238	1.0621203	3.3619487	-1.3711959	-0.082189016	0.8459205	2.6147373	-1.8594165	50.714287	169.48216	889.0	0.0	2.45	12.944657	93.0	0.0	1000.0	1000.0	0.21428572	0.13333334	62192.0	0.020559338842975207	3000004.0	-1.5729804	1.084261	-0.016242743	-34.231388	-1.572953	1.0841078	-0.23238373	-35.876625	1.3853172	1.8098376	41.541706	-20.370531	0.9986142	5.3819647	336.7155	1e-08	1.936848	4.1901183	102.35865	-10.952107	2.072935	0.005282096	0.0052867285	0.054044805	0.16055585	0.00017822867	-5.875113	0.0028576497	4.0798057e-10	-18.0168	1.4976223e-08	-1.936848	23.497093	131.72995	15668.173147201538
121	0.09166667	0.049300667	-0.0022171338	0.9203203	2.4458861	-1.1658732	-0.09632845	0.82058877	3.389432	-1.7522736	16.791666	54.325394	218.0	0.0	36.633335	139.37071	838.0	0.0	1000.0	1000.0	0.125	0.1	62595.0	0.02052295081967213	3025004.0	-1.576221	1.0506133	0.100758314	-46.7819	-1.5762321	1.0505449	-0.24965692	-47.154503	1.377582	1.7914768	42.910732	-17.550129	1.0073885	5.5135837	328.60452	1e-08	2.0163758	4.230522	121.30326	-11.39683	2.0037222	0.005188096	0.0051589888	0.052728537	0.1579928	-2.681818e-05	-5.9478464	0.0027789546	4.3768847e-10	-18.0168	1.4976226e-08	-2.0163758	23.805912	129.47568	15797.637570142746
122	0.025000002	0.014433757	0.17645474	0.9692102	2.6409786	-1.2673143	-0.18780556	0.7529402	3.5179582	-1.4882313	6.25	25.095234	124.0	0.0	6.775	44.227345	385.0	0.0	1000.0	1000.0	0.20833333	0.09166667	62745.0	0.020404878048780488	3050004.0	-1.5259655	0.9561343	-0.13089204	-36.703243	-1.5259708	0.9564167	-0.0825851	-37.846092	1.3823233	1.8071858	47.361214	-20.200153	1.0344408	5.8046856	360.10907	1e-08	1.9307512	3.844886	90.118416	-11.075895	2.2027717	0.0041256775	0.0040042335	0.054450806	0.16151527	0.00020909387	-6.04736	0.0023832305	3.252755e-10	-18.0168	1.4976223e-08	-1.9307512	23.790815	131.38927	15929.007818698883
123	0.025000002	0.027638542	-0.39267656	0.5716891	1.0645578	-1.2694597	0.027842276	0.69605756	2.3704576	-1.3310244	9.708333	30.36374	150.0	0.0	5.3083334	47.95498	523.0	0.0	1000.0	1000.0	0.041666668	0.09166667	62978.0	0.02031548387096774	3075004.0	-1.4697613	0.88392234	0.12131262	-23.999245	-1.4697512	0.88400555	0.20257115	-26.287485	1.3962107	1.8460454	44.713387	-15.82587	1.015331	5.8181224	341.1064	1e-08	1.9945004	4.1419063	103.29665	-12.895913	2.1585279	0.0034068627	0.0033584712	0.05444409	0.16394329	1.4988934e-06	-6.2245865	0.0020712966	3.3511835e-10	-18.0168	1.4976226e-08	-1.9945004	23.46211	129.37537	16058.595947027206
124	0.041666668	0.04330127	-0.05246331	0.86075056	2.5797517	-1.3979411	0.039494004	0.9407731	4.742866	-1.7331766	5.892857	25.157135	135.0	0.0	14.3	71.36953	594.0	0.0	1000.0	1000.0	0.10714286	0.125	63143.0	0.02020576	3100004.0	-1.4304055	0.86760813	-0.015119314	-21.980247	-1.430404	0.8676409	0.009507418	-24.184986	1.394942	1.8462899	43.93806	-17.39775	1.0252496	5.9515977	333.71533	1e-08	1.9809412	4.100439	108.66861	-11.2246475	2.018235	0.0031118332	0.0030174495	0.054585274	0.1632053	6.448056e-05	-5.951093	0.0026731004	4.0817996e-10	-18.0168	1.4976223e-08	-1.9809412	23.726795	131.90529	16190.382423400879
125	0.033333335	0.023570228	-0.29588023	0.56412727	1.2521253	-1.1106075	0.2147366	1.4019338	10.502514	-1.8520756	4.2916665	10.895256	49.0	0.0	14.333333	86.185875	579.0	0.0	1000.0	1000.0	0.083333336	0.21666667	63246.0	0.02007809523809524	3125004.0	-1.3953539	0.8497804	0.26105762	-31.068354	-1.3953509	0.8498631	0.5133052	-30.759398	1.3831905	1.8420762	41.73812	-19.537373	1.0165262	5.757975	264.53564	1e-08	1.9929984	3.7793374	74.009	-13.416965	1.939306	0.0033203023	0.0032845584	0.05535411	0.16444106	-1.0932737e-05	-6.15578	0.0022134928	3.9671458e-10	-18.0168	1.4976226e-08	-1.9929984	23.729248	129.61827	16319.997305631638
126	0.050000004	0.028867513	-0.2624709	0.65469754	1.0333593	-1.4187114	0.111675255	0.95395654	3.0453694	-1.8448962	7.6666665	36.76804	184.0	0.0	13.408334	71.80651	585.0	0.0	1000.0	1000.0	0.083333336	0.20833333	63430.0	0.019977952755905512	3150004.0	-1.35623	0.83092463	0.7817998	-37.460236	-1.3562323	0.8309609	0.54951024	-33.715527	1.369526	1.8589995	44.88333	-18.475998	1.030595	5.6669517	315.12653	1e-08	1.9523382	3.9225805	96.01896	-11.315352	1.9575664	0.0029935697	0.0029740867	0.05417496	0.16251068	0.00014134	-5.9773135	0.0026186144	3.9505432e-10	-18.0168	1.4976223e-08	-1.9523383	23.547277	130.91623	16450.964262247086
127	0.075	0.036324162	-0.027336994	1.0694935	3.3311374	-1.4642196	0.07732562	0.81080633	2.779918	-1.6178176	11.666667	42.972534	211.0	0.0	17.391666	88.260445	796.0	0.0	1000.0	1000.0	0.16666667	0.15833333	63710.0	0.019909375	3175004.0	-1.3409507	0.8212743	0.14404655	-32.014595	-1.3409626	0.8211219	0.13846993	-34.8748	1.3698152	1.8198754	46.9269	-18.679125	1.0128428	5.538215	249.77548	1e-08	1.9588473	4.106225	95.135254	-10.897412	1.8116564	0.0028681436	0.002907803	0.053949032	0.1594267	9.5152434e-05	-5.9181623	0.0028089578	4.4421922e-10	-18.0168	1.4976226e-08	-1.9588473	23.647322	129.8181	16580.65185856819
128	0.041666668	0.03632416	0.0022068918	0.88015103	2.4606676	-1.1778805	0.04157792	0.88730156	3.192102	-1.9967684	4.357143	17.17809	87.0	0.0	22.475	132.99486	881.0	0.0	1000.0	1000.0	0.14285715	0.13333334	63832.0	0.019792868217054265	3200004.0	-1.3254778	0.845611	0.4403541	-28.18983	-1.3254839	0.8458561	0.35861206	-29.113111	1.3772764	1.8212771	49.961555	-18.1589	0.9891941	5.545818	280.25586	1e-08	2.0261822	3.8935637	71.768845	-12.379545	1.8773713	0.0032123232	0.0031756961	0.0544256	0.16174705	-4.6711564e-05	-6.1704	0.0021096505	3.774773e-10	-18.0168	1.4976223e-08	-2.0261822	24.012817	131.49333	16712.14220380783
129	0.04166667	0.027638542	0.26159415	1.1110898	4.044842	-1.1412095	0.096469074	0.8907093	5.2043667	-1.8309786	31.958334	146.93323	736.0	0.0	16.833334	96.56728	826.0	0.0	1000.0	1000.0	0.20833333	0.11666667	64599.0	0.019876615384615385	3225004.0	-1.3219372	0.9005759	1.0798063	-28.633255	-1.3219185	0.90050745	0.73119974	-27.420471	1.3793491	1.8225405	50.931007	-17.708897	0.9831962	5.583233	291.80258	1e-08	1.9919658	3.9938853	110.63785	-10.996517	1.8027322	0.004061969	0.004108561	0.055642247	0.1631054	2.4379786e-05	-6.090161	0.0023711885	4.2973042e-10	-18.0168	1.4976226e-08	-1.9919658	24.135988	130.24088	16842.37678694725
130	0.05	0.050000004	-0.110308565	0.96242666	3.4814181	-1.3392843	-0.043519203	0.9839053	4.760702	-2.656901	26.625	104.798935	515.0	0.0	8.483334	61.190685	655.0	0.0	1000.0	1000.0	0.125	0.14166667	65292.0	0.019936488549618322	3250004.0	-1.3831804	0.99130857	3.575479	-27.928883	-1.3831908	0.9912458	3.4019535	-28.712004	1.3828762	1.8236508	45.280434	-19.094765	0.9659813	5.4276114	288.69965	1e-08	2.0066643	4.056647	90.69168	-12.446543	1.727093	0.004896636	0.0049255285	0.053691726	0.16155733	-1.1846742e-05	-6.0579233	0.0023894205	5.0485277e-10	-18.0168	1.4976223e-08	-2.0066643	23.761505	130.84146	16973.193457603455
131	0.033333335	0.023570228	-0.07720654	0.7086388	1.9425128	-1.0352284	-0.10734685	0.7719896	2.787106	-1.6755201	4.1666665	19.982634	100.0	0.0	8.775	69.17037	749.0	0.0	1000.0	1000.0	0.083333336	0.13333334	65483.0	0.019843333333333334	3275004.0	-1.4362131	1.0078505	5.3384714	-30.312206	-1.4362278	1.0079786	5.6708946	-29.096012	1.3719276	1.8320161	53.89927	-17.027605	0.99271274	5.6813707	308.80466	1e-08	1.9828987	3.8774714	96.45834	-12.109217	1.8033853	0.004949281	0.0048792283	0.05361195	0.16179	4.8933827e-05	-5.992805	0.002548602	5.159399e-10	-18.0168	1.4976226e-08	-1.9828987	23.52641	129.45609	17102.787459135056
132	0.075	0.036324162	0.11362655	0.95126206	3.0775979	-1.3869456	-0.008613795	0.86096996	3.5191414	-1.5138187	8.535714	29.733921	145.0	0.0	16.9	101.549126	807.0	0.0	1000.0	1000.0	0.14285715	0.15833333	65577.0	0.019722406015037594	3300004.0	-1.4665296	1.0202403	2.7515197	-31.177948	-1.4665198	1.0204597	2.9134665	-27.935781	1.3791828	1.8262093	50.360786	-15.158157	0.980434	5.686758	341.6402	1e-08	2.0126812	4.2345996	121.05855	-11.789531	1.9084985	0.005044599	0.00495206	0.05471165	0.16374572	-2.6667485e-05	-6.0189476	0.002485452	4.5570564e-10	-18.0168	1.4976223e-08	-2.0126812	23.59246	131.38286	17234.190564870834
133	0.06666667	0.04082483	0.07965945	0.95513916	2.141872	-1.2063766	-0.121977106	0.903268	3.7034447	-1.583549	10.333333	36.549812	168.0	0.0	15.958333	91.95765	910.0	0.0	1000.0	1000.0	0.20833333	0.125	65825.0	0.019649253731343283	3325004.0	-1.4962487	1.024929	1.5743859	-26.14383	-1.4962626	1.0251724	3.3497128	-26.04052	1.3899537	1.8262448	43.55012	-29.410099	0.98743874	5.816852	355.14603	1e-08	1.9789652	4.6398582	147.81143	-11.321955	1.9847795	0.004861438	0.0046906867	0.05471987	0.16331683	5.84741e-05	-6.0296884	0.0024445786	4.4701243e-10	-18.0168	1.4976226e-08	-1.9789652	23.74817	129.66837	17363.715680122375
134	0.083333336	0.050000004	-0.087078005	0.5896822	1.5267456	-1.2697517	-0.13614406	0.79272425	2.5770693	-1.6580703	11.416667	33.870975	166.0	0.0	28.525	124.39239	909.0	0.0	1000.0	1000.0	0.083333336	0.108333334	66099.0	0.019584888888888888	3350004.0	-1.5306311	1.020218	1.0323062	-26.37561	-1.5306263	1.0202477	0.9977863	-27.818882	1.3917323	1.8383619	50.07511	-34.361084	0.9813717	5.7242084	344.66504	1e-08	2.0105665	4.169704	121.24795	-11.893739	1.9528085	0.004039064	0.0041122977	0.056007445	0.1659349	-2.4883322e-05	-5.9047422	0.0028198345	4.779272e-10	-18.0168	1.4976223e-08	-2.0105662	23.626806	131.10645	17494.9554810524
135	0.058333337	0.027638538	0.19512893	1.038923	3.8867006	-0.93975973	-0.16780132	0.8270444	2.5440052	-1.7214954	22.916666	88.27793	436.0	0.0	14.633333	72.19094	609.0	0.0	1000.0	1000.0	0.25	0.09166667	66649.0	0.01960264705882353	3375004.0	-1.5304112	0.9833018	2.6270597	-22.76258	-1.530415	0.9833588	1.6978841	-22.523228	1.3882674	1.8312101	61.716595	-36.578205	0.9970784	5.8181148	373.12103	1e-08	1.9870762	3.951845	107.65782	-11.226313	2.0304325	0.0037394068	0.0035697776	0.056935027	0.16735403	3.1894495e-05	-6.020221	0.0025270828	4.4302254e-10	-18.0168	1.4976226e-08	-1.9870759	23.621515	129.81467	17624.695830583572
136	0.10000001	0.023570228	-0.07660456	0.65723085	2.7059526	-0.95531124	-0.07172103	0.82937	3.5813534	-1.4885335	9.464286	27.94827	111.0	0.0	40.141666	147.9597	834.0	0.0	1000.0	1000.0	0.035714287	0.11666667	66914.0	0.01953693430656934	3400004.0	-1.5030153	0.9798818	0.09050417	-27.710728	-1.5030341	0.97989804	0.17415977	-29.294308	1.409818	1.8380047	65.70138	-22.844944	0.982513	6.099038	402.0929	1e-08	1.9625179	4.3184757	125.10894	-11.663477	2.130423	0.0037394175	0.003819339	0.055857126	0.16782339	0.00012367613	-5.928286	0.002731391	3.585673e-10	-18.0168	1.4976223e-08	-1.9625176	23.679527	131.32822	17756.106313943863
137	0.06666667	0.047140457	-0.34354472	0.75416344	1.7330431	-1.4150867	-0.12982127	0.9104166	2.1234093	-2.1410675	11.166667	47.486546	238.0	0.0	21.316668	113.423904	907.0	0.0	1000.0	1000.0	0.125	0.125	67182.0	0.01947304347826087	3425004.0	-1.4854772	1.007184	2.2972906	-29.514418	-1.4854805	1.0071609	4.1897535	-28.87912	1.4292674	1.8227042	59.623344	-13.596471	0.92985886	5.796318	401.24695	1e-08	1.9998126	4.139778	95.33193	-10.836781	2.1556869	0.004147102	0.0041851574	0.05472805	0.16525497	8.20831e-06	-5.850637	0.002928584	3.1483174e-10	-18.0168	1.4976226e-08	-1.9998126	23.615517	130.18144	17886.248677015305
138	0.09166667	0.059511904	-0.09624693	0.89982593	1.8640096	-1.3216166	0.033368673	0.83781725	2.5184984	-1.4663343	36.791668	126.255356	579.0	0.0	23.266666	97.192055	878.0	0.0	1000.0	1000.0	0.16666667	0.13333334	68065.0	0.01958705035971223	3450004.0	-1.4809952	0.9989417	2.9630096	-42.169243	-1.481006	0.9989593	2.793662	-42.316307	1.4145901	1.8003004	53.92567	-14.361698	0.91268337	5.5021267	390.6543	1e-08	1.9698792	4.020141	100.77681	-10.78429	1.9688234	0.0048495703	0.004868225	0.05353012	0.16228081	8.056636e-05	-5.9911795	0.0025410794	3.967382e-10	-18.0168	1.4976223e-08	-1.9698792	23.80568	131.32828	18017.57254076004
139	0.10833334	0.027638542	-0.02626066	0.9001334	2.2651975	-1.4614155	0.09016002	0.9941235	3.1819048	-1.7912376	6.0	14.969413	48.0	0.0	45.708332	162.05746	882.0	0.0	1000.0	1000.0	0.125	0.16666667	68557.0	0.019587714285714285	3475004.0	-1.5183727	0.9901961	0.90995216	-47.398846	-1.5183477	0.99000204	1.5930495	-48.155563	1.4040391	1.7493645	62.92409	-13.154667	0.9048455	5.5313306	417.77054	1e-08	1.97849	3.9773974	98.77737	-11.6152115	1.9431843	0.005333359	0.005321079	0.05265572	0.15743968	5.3184533e-05	-6.0089955	0.0025341287	4.1285703e-10	-18.0168	1.4976226e-08	-1.9784898	23.627983	129.45633	18147.09792780876
