Epoch	Averagefailure_rate	Stdfailure_rate	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	EpLen	TestEpLen	EpGoals	TestEpGoals	CumulativeCost	CostRate	TotalEnvInteracts	AverageQR1Vals	StdQR1Vals	MaxQR1Vals	MinQR1Vals	AverageQR2Vals	StdQR2Vals	MaxQR2Vals	MinQR2Vals	AverageQCVals	StdQCVals	MaxQCVals	MinQCVals	AverageQCVar	StdQCVar	MaxQCVar	MinQCVar	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQR1	LossQR2	LossQC	LossQCVar	LossAlpha	LogAlpha	Alpha	LossBeta	LogBeta	Beta	PiEntropy	TestTime	EpochTime	TotalTime
14	0.1	0.0	1.4395937	2.6892252	7.42465	-3.0776029	0.7007048	2.5076845	6.1379848	-3.7344222	9.04	27.576046	127.0	0.0	20.166666	86.39061	483.0	0.0	1000.0	1000.0	1.08	0.73333335	12820.0	0.034186666666666664	350001.0	-1.3166054	0.7373004	0.9215815	-31.503275	-1.3166039	0.73725414	0.85291886	-31.134714	1.2497118	2.8023255	61.042027	-25.972141	1.737024	6.745045	298.3585	1e-08	1.8745203	4.9740157	109.268295	-11.860504	2.005401	0.0014877281	0.0015233286	0.07015514	0.24053106	0.00018714255	-6.700587	0.0014069397	2.410756e-12	-18.032347	1.4745224e-08	-1.8745198	33.110924	397.0145	5569.9142944812775
15	0.1	0.0	0.9332523	1.8594924	6.2750607	-1.9741578	1.2298528	2.285236	4.6423306	-5.4832616	17.28	59.578873	291.0	0.0	9.4	26.81119	144.0	0.0	1000.0	1000.0	0.72	0.8	13252.0	0.03313	375001.0	-1.2829521	0.7400636	2.740889	-41.698635	-1.2829639	0.74008113	2.7389712	-42.437325	1.1197951	2.981666	59.472107	-16.357796	2.063102	8.748064	302.50208	1e-08	2.0032074	5.031894	113.484085	-13.457805	2.0791392	0.0017572776	0.0017829525	0.07640543	0.2536114	5.973818e-06	-6.416269	0.001723531	8.510371e-12	-18.032347	1.4745224e-08	-2.0032072	35.052017	399.84964	5969.757776021957
16	0.16666667	0.0	2.2970426	2.7516131	10.627258	-1.9377881	0.031799376	1.9354765	7.0417366	-3.7346475	27.16	65.907616	258.0	0.0	32.4	100.34228	526.0	0.0	1000.0	1000.0	1.2	0.4	13931.0	0.03277882352941176	400001.0	-1.387819	0.7167841	0.45661473	-33.70632	-1.3878068	0.71675044	0.41018343	-32.785007	1.0772252	2.9214506	66.21829	-17.838696	2.108196	8.121441	284.07642	1e-08	1.906074	4.7967415	92.24403	-14.0054655	2.0730507	0.0013607695	0.0013779214	0.08299693	0.2580557	0.0001480157	-6.471301	0.0018211858	6.6793154e-11	-18.032347	1.4745224e-08	-1.9060738	32.9643	393.9523	6363.688706636429
17	0.2	0.0	1.0591886	2.0436606	6.8678374	-1.7414755	0.27009055	1.9944822	4.2457695	-2.7032778	24.16	42.339275	146.0	0.0	20.933332	80.51953	450.0	0.0	1000.0	1000.0	0.76	0.43333334	14535.0	0.0323	425001.0	-1.2488109	0.60343355	0.5571605	-7.83817	-1.2488126	0.60341847	0.5262606	-8.356662	1.1704245	3.0699995	74.1006	-18.473198	1.8882436	7.607702	260.81232	1e-08	1.9391918	4.6177697	86.13422	-13.883055	2.146652	0.00078670616	0.0008020239	0.08198584	0.2621755	0.000110935456	-6.703207	0.0013914551	-5.414154e-11	-18.032347	1.4745224e-08	-1.939191	34.51902	399.36786	6763.218870162964
18	0.23333333	0.0	1.3349527	2.5233924	9.628592	-2.265547	1.8137765	2.6756947	12.119793	-0.54722214	24.44	57.63962	240.0	0.0	35.9	91.43645	375.0	0.0	1000.0	1000.0	0.84	0.76666665	15146.0	0.031886315789473686	450001.0	-1.0642703	0.4871127	0.67864287	-6.396059	-1.0642756	0.48710728	0.8622464	-6.5028553	1.1213545	3.1237335	66.913376	-21.923563	1.9518226	8.008626	335.70755	1e-08	1.9556282	4.9357533	81.18974	-12.333382	1.8510587	0.0006510207	0.00066080096	0.089028835	0.27650166	4.4779106e-05	-6.782277	0.0013005725	1.5056668e-11	-18.032347	1.4745224e-08	-1.9556273	32.826447	396.18066	7159.234386205673
19	0.06666667	0.0	1.718678	2.5094812	8.361235	-2.0076048	1.8124386	2.844995	11.45735	-2.2459974	21.28	45.45901	212.0	0.0	4.866667	12.690504	54.0	0.0	1000.0	1000.0	0.92	0.96666664	15678.0	0.031356	475001.0	-0.9675289	0.45983785	0.7465359	-5.6918793	-0.9675295	0.45982045	0.9439682	-5.6097937	1.0723403	2.9683135	55.038483	-18.001072	2.0713482	8.610702	286.86438	1e-08	1.9225214	5.0735817	101.24103	-11.959687	1.7899597	0.0006724977	0.00068210025	0.08979391	0.26392263	9.970101e-05	-6.6347218	0.0015405458	-2.9791527e-11	-18.032347	1.4745224e-08	-1.9225206	35.998592	396.50854	7555.744119644165
20	0.2	0.0	1.0342419	2.0359075	7.311377	-3.1722937	1.2847238	2.6123042	8.53832	-1.4557775	9.44	18.115364	67.0	0.0	30.366667	74.225105	303.0	0.0	1000.0	1000.0	0.52	0.7	15914.0	0.030312380952380952	500001.0	-0.9862026	0.50040203	0.77047205	-7.502682	-0.9862113	0.5003988	0.9309403	-7.6553864	1.0180864	3.1033976	62.595196	-26.742939	2.3526168	10.57561	312.84167	1e-08	1.8724576	5.022527	82.202225	-12.630444	1.7657461	0.0008146199	0.000824256	0.093422584	0.26914993	0.00023653622	-6.656252	0.001445849	4.5699954e-11	-18.032347	1.4745224e-08	-1.8724571	34.176853	397.3626	7953.093728065491
21	0.1	0.0	1.6392739	2.5510387	7.262847	-3.400625	0.67488927	1.5701417	3.7369194	-2.0560026	38.12	82.16195	315.0	0.0	5.9666667	18.015705	78.0	0.0	1000.0	1000.0	1.04	0.33333334	16867.0	0.030667272727272727	525001.0	-0.97356486	0.5040992	0.7977265	-10.318447	-0.97356665	0.50410455	0.9569262	-10.288111	1.0338233	3.2349653	61.394073	-32.430634	2.2745256	9.662771	317.4423	1e-08	1.9919267	4.722927	84.61081	-11.557318	2.0299885	0.0007893142	0.00078812416	0.102431364	0.2936144	2.064726e-05	-6.514889	0.0016267336	-9.9696716e-11	-18.032347	1.4745224e-08	-1.9919271	34.9008	395.1228	8348.419984340668
22	0.26666668	0.0	1.2929486	1.5750754	4.858773	-0.6186877	1.4940726	1.709568	6.2686276	-0.7516518	6.2	21.260292	104.0	0.0	47.166668	111.096375	517.0	0.0	1000.0	1000.0	0.6	0.73333335	17022.0	0.029603478260869565	550001.0	-1.0586874	0.55193025	0.6602117	-8.247472	-1.0586774	0.5518848	0.9196465	-7.973246	1.0156051	3.3066845	57.34318	-19.836882	2.3616874	10.401715	341.22986	1e-08	1.9798908	4.745999	81.25215	-13.4580555	1.9569887	0.00095135614	0.000966077	0.10827894	0.3076484	2.5431355e-05	-6.534831	0.0015836504	1.6153731e-11	-18.032347	1.4745224e-08	-1.9798906	34.178543	395.8365	8744.1043612957
23	0.23333333	0.0	1.8670148	2.611837	8.416584	-2.4966362	1.8353264	2.0852523	8.4230795	-1.2439312	25.96	58.016884	267.0	0.0	81.03333	206.47784	911.0	0.0	1000.0	1000.0	1.0	0.8666667	17671.0	0.029451666666666668	575001.0	-1.1241689	0.5978291	2.34841	-12.663534	-1.1241741	0.59781724	2.2602823	-12.937154	1.055537	3.2531018	80.04203	-46.11959	2.3509908	11.869295	434.84293	1e-08	1.9587911	4.726706	102.805145	-12.234881	2.036635	0.0011291911	0.001140535	0.103426956	0.29584694	5.0165967e-05	-6.5104027	0.0016454633	-1.4640115e-12	-18.032347	1.4745224e-08	-1.9587909	37.36253	400.8551	9144.900355100632
24	0.13333334	0.0	0.63117003	1.4409924	4.470535	-1.4107672	0.4785572	1.3134161	5.759122	-0.44233328	58.64	126.783554	532.0	0.0	24.566668	81.62461	387.0	0.0	1000.0	1000.0	0.44	0.3	19137.0	0.0306192	600001.0	-1.3224822	0.84077096	4.298855	-22.38248	-1.3224888	0.8408189	4.844932	-21.843237	1.1162785	3.1707163	69.72863	-50.65129	2.2772555	12.595823	468.85544	1e-08	1.9594359	4.72636	78.60591	-11.642427	2.6020093	0.0022894752	0.0022739344	0.10318181	0.28994688	7.2069015e-05	-6.401373	0.0018364775	-2.3164048e-10	-18.032347	1.4745224e-08	-1.9594358	33.724407	395.82614	9541.334634780884
25	0.1	0.0	-0.10494941	0.9400537	2.5373833	-1.4716909	-0.06790364	1.5521683	3.1958919	-5.1937404	4.8	23.515102	120.0	0.0	22.3	99.34222	550.0	0.0	1000.0	1000.0	0.16	0.3	19257.0	0.029626153846153847	625001.0	-1.8934469	1.2701341	8.271754	-37.14266	-1.8934499	1.2701967	8.6590185	-37.503765	1.0709035	3.4035263	67.04337	-75.0078	2.2417789	10.963005	383.84653	1e-08	1.9948432	4.5243416	81.38713	-15.914016	3.0373726	0.0052266885	0.005226522	0.11687654	0.32404706	3.3829044e-06	-6.5408077	0.0015798612	-1.259352e-10	-18.032347	1.4745224e-08	-1.9948426	35.93161	400.63562	9941.367897987366
26	0.06666667	0.0	0.038157985	1.3845568	1.9263178	-3.962368	-0.45576105	2.5722203	2.9068232	-12.610224	3.28	12.353202	60.0	0.0	22.033333	108.41848	604.0	0.0	1000.0	1000.0	0.24	0.23333333	19339.0	0.02865037037037037	650001.0	-2.4890566	1.7023096	11.708002	-55.126637	-2.489044	1.7022462	11.355839	-53.32385	0.9512657	3.667407	82.44002	-65.3292	2.5971625	12.559715	449.6635	1e-08	1.933035	4.592142	91.20338	-14.401561	3.6476097	0.00876572	0.008974452	0.12907922	0.35855478	0.00011180959	-6.3278832	0.0019374678	-6.701902e-11	-18.032347	1.4745224e-08	-1.933036	36.034187	404.19455	10345.78886771202
